time(s),Color Temperature,Lux,Clear,Raw Red,Raw Green,Raw Blue,R,G,B
20.05108762,12948,98,1118,363,332,421,83.12,76.02,96.4
20.21839547,16827,96,1111,361,329,418,83.18,75.81,96.32
20.37000561,12396,96,1110,361,329,417,83.26,75.88,96.17
20.53439641,18388,95,1109,361,328,417,83.33,75.72,96.26
20.69944811,13802,96,1107,361,328,416,83.48,75.85,96.2
20.85354304,16827,96,1111,361,329,418,83.18,75.81,96.32
21.01583648,24355,92,1103,358,324,413,83.09,75.2,95.85
21.1837604,34993,121,1283,361,389,513,72.03,77.62,102.36
21.34760475,50304,882,8699,1305,2921,4514,38.4,85.96,132.84
21.50096679,63501,513,11378,1145,3412,6148,25.76,76.77,138.33
21.66712022,50081,588,10624,1054,3255,5748,25.4,78.43,138.51
21.81862521,38178,743,8103,1200,2586,4029,37.91,81.7,127.29
32.34257102,50971,474,4501,813,1441,2099,46.24,81.96,119.38
32.51385093,8890,34196,65535,65535,65535,65535,256,256,256
32.68114948,8890,34196,65535,65535,65535,65535,256,256,256
32.84063315,8890,34196,65535,65535,65535,65535,256,256,256
32.98681712,8890,34196,65535,65535,65535,65535,256,256,256
33.15556264,8890,34196,65535,65535,65535,65535,256,256,256
33.30093002,8890,34196,65535,65535,65535,65535,256,256,256
33.46752596,8890,34196,65535,65535,65535,65535,256,256,256
33.63528061,8890,34196,65535,65535,65535,65535,256,256,256
33.78448153,8890,34196,65535,65535,65535,65535,256,256,256
33.95091558,8890,34196,65535,65535,65535,65535,256,256,256
34.10357738,8890,34196,65535,65535,65535,65535,256,256,256
34.26282573,8890,34196,65535,65535,65535,65535,256,256,256
34.42946553,8890,34196,65535,65535,65535,65535,256,256,256
34.57944894,8890,34196,65535,65535,65535,65535,256,256,256
34.74535108,8890,34196,65535,65535,65535,65535,256,256,256
34.90150857,8890,34196,65535,65535,65535,65535,256,256,256
35.05008626,8890,34196,65535,65535,65535,65535,256,256,256
35.21569538,8890,34196,65535,65535,65535,65535,256,256,256
35.36848211,8890,34196,65535,65535,65535,65535,256,256,256
35.53709769,8890,34196,65535,65535,65535,65535,256,256,256
35.6918788,8890,34196,65535,65535,65535,65535,256,256,256
35.85915518,8890,34196,65535,65535,65535,65535,256,256,256
