time(s),colorTemp,lux,R,G,B
104.9057126045227,24502,55,782,315,225,269
105.06585931777954,23943,55,788,319,226,270
105.22853302955627,23943,55,788,319,226,270
105.38795948028564,24775,56,778,312,225,269
105.54395747184753,24409,55,783,316,225,269
105.70346689224243,24502,55,782,315,225,269
105.8636474609375,22710,57,784,316,226,269
106.02237033843994,22091,56,790,321,227,270
106.17174053192139,24409,55,783,316,225,269
106.338702917099,22614,56,784,317,226,269
106.49839878082275,24409,55,783,316,225,269
106.65408945083618,22614,56,784,317,226,269
106.8137903213501,24594,56,781,314,225,269
106.97341108322144,24502,55,783,315,225,269
107.12886834144592,24409,55,783,316,225,269
107.28668570518494,24502,55,782,315,225,269
107.44807529449463,24502,55,783,315,225,269
107.60539674758911,24502,55,782,315,225,269
107.75564002990723,24502,55,783,315,225,269
107.92394518852234,24502,55,783,315,225,269
108.07685828208923,24502,55,783,315,225,269
108.23989605903625,24502,55,782,315,225,269
108.38606929779053,24502,55,782,315,225,269
108.55874371528625,24502,55,783,315,225,269
108.70503163337708,24502,55,782,315,225,269
108.87056112289429,24502,55,783,315,225,269
109.03421449661255,24502,55,783,315,225,269
109.19051265716553,24502,55,782,315,225,269
109.3348298072815,22805,57,783,315,226,269
109.50613355636597,24502,55,783,315,225,269
109.65628576278687,24502,55,782,315,225,269
109.81345295906067,24502,55,783,315,225,269
109.96868824958801,24502,55,782,315,225,269
110.13182950019836,24502,55,783,315,225,269
110.29201459884644,24502,55,783,315,225,269
110.4520571231842,24502,55,783,315,225,269
110.61448407173157,24502,55,783,315,225,269
